receptor,stressor,receptor_id,stressor_id,url,num_refs,link
Terrestrial Mammals,Changes in Flow,293,353,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:353,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:353'>Terrestrial Mammals x Changes in Flow (0)</a>
Terrestrial Mammals,Habitat Change,293,356,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:356,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:356'>Terrestrial Mammals x Habitat Change (1)</a>
Terrestrial Mammals,Collision,293,351,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:351,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:351'>Terrestrial Mammals x Collision (0)</a>
Terrestrial Mammals,EMF,293,352,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:352,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:352'>Terrestrial Mammals x EMF (0)</a>
Terrestrial Mammals,Attraction,293,530,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:530,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:530'>Terrestrial Mammals x Attraction (0)</a>
Terrestrial Mammals,Avoidance,293,531,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:531,1,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:531'>Terrestrial Mammals x Avoidance (1)</a>
Terrestrial Mammals,Displacement,293,532,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:532,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:532'>Terrestrial Mammals x Displacement (0)</a>
Terrestrial Mammals,Chemicals,293,350,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:350,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:350'>Terrestrial Mammals x Chemicals (0)</a>
Terrestrial Mammals,Entrapment,293,533,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:533,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:533'>Terrestrial Mammals x Entrapment (0)</a>
Terrestrial Mammals,Lighting,293,354,https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:354,0,<a href='https://tethys.pnnl.gov/knowledge-base-marine-energy?f[0]=receptor:293&f[1]=stressor:354'>Terrestrial Mammals x Lighting (0)</a>
