title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Artificial Reefs,"An artificial reef is a human-made underwater structure, typically built to promote marine life in areas with a generally featureless bottom. These reefs help control erosion, block ship passage, or improve surfing. Many reefs are built using objects intended for other purposes, including the sinking oil rigs, scuttling ships, or deploying rubble or construction debris. Other artificial reefs are purpose-built using materials such as PVC or concrete. Regardless of construction method or source material, artificial reefs generally provide hard surfaces where algae and invertebrates such as barnacles, corals, and oysters can attach. The accumulation of attached marine life in turn provides an intricate structure of food for fish assemblages. This data set is NOT a complete collection of artificial reefs on the seafloor, nor are the locations to be considered exact. The presence and location of the artificial reefs have been derived from multiple state websites. These data are intended for coastal and ocean planning.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ArtificialReefs.zip,1,https://inport.nmfs.noaa.gov/inport/item/54191,1
Atlantic Continental Margin Bathymetry,"Multibeam bathymetry (in meters) collected to support a potential claim of an extended continental shelf by the United States, under the United Nations Convention on the Law of the Sea, Article 76. These data include full-coverage multibeam sonar measurements in water depths of approximately 1000 to 5000 m in order to precisely define the location of the 2500-m isobath and the ""foot of the slope"". The Center for Coastal and Ocean Mapping – Joint Hydrographic Center is  a cooperative partnership between the University of New Hampshire and the National Oceanic and Atmospheric Administration.",University of New Hampshire,http://www.unh.edu/,https://ccom.unh.edu/theme/law-sea/law-of-the-sea-data,1,https://ccom.unh.edu/sites/default/files/metadata/Atlantic_ESRI_MOS_metadata.xml,1
"Atlantic Fishing Revenue Intensity, 2007-2012","This is a single data set from a larger study. The full study is titled ""Socio-Economic Impact of Outer Continental Shelf Wind Energy Development on Fishing in the U.S. Atlantic"". Each quarter square km (500 m) cell has been summed for the mean correlated economic value over the six year period analyzed (2007-2012). This information was created for each state, gear type, Fishery Management Plan (FMP), top 30 exposed ports and top 30 exposed species. This was calculated using Vessel Trip Reports (VTR), Cumulative Distribution Function (CDF) which estimates radial distance within which fishing activity is likely to occur, and a 500 m raster cell output. The value is in US dollars for 2012 representing the sum of the mean values for all six years, and then classified into one of the 8 classes. The top 30 species included in this assessment are:  Ocean Quahog, Surf Clam, Little Skate, Squid (Illex & Loligo), Menhaden, Winter Skate, Channeled Whelk, Red Grouper, Atlantic Herring, Vermillion Snapper, Atlantic Croaker, Jonah Crab, Red Hake, Atlantic Mackerel, Silver Hake, King Mackerel, Butterfish, Yellowtail Founder, Winter Flounder, Summer Flounder, Black Sea Bass, Monkfish, Bluefish, Lobster, Spiny Dogfish, Scup, Skates, Cod, Sea Scallop.
Note: Local and regionally important fisheries such as shrimp are not included in this analysis so users should remember that the actual mean revenue if all species were included may be much greater in some areas.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Mean-Annual-Revenue-2007-2012/|http://www.boem.gov/FMP/|http://www.boem.gov/Gear/|http://www.boem.gov/Port/|http://www.boem.gov/Species/|http://www.boem.gov/State/,6,http://metadata.boem.gov/geospatial/allyrsgrs_mean_FGDC.xml,1
Atlantic Offshore Wind Resource Potential,"These data depict annual average wind speed (meters per second) at 100 meters above sea level for the Atlantic offshore areas of the United States, for a seven year period from 2007 to 2013. The sampling resolution of 2km was generalized into polygons shown in the legend classes. Data include both point and polygon data sets intended to provide broad estimates of wind speed variation for the purposes of identifying potential offshore wind energy sites. They are not intended to provide specific estimates of energy production for the purpose of making offshore wind project investment or financing decisions in specific locations. The source data is National Renewable Energy Laboratory’s Wind Integration National Dataset (WIND) Toolkit. Please see metadata for more detailed process information. Monthly averages are available within the downloads menu, either as GIS data or Esri REST map services.",DOE National Renewable Energy Laboratory,http://www.nrel.gov/,https://www.boem.gov/NREL-HourlyWind-Atlantic-polysandpoints/|https://gis.boem.gov/arcgis/rest/services/BOEM_BSEE/US_Atlantic_Coast_Monthly_Offshore_Wind_Speed/MapServer,2,https://metadata.boem.gov/geospatial/NREL_HourlyWind_Atlantic_polysandpoints.xml,1
Atlantic Outer Continental Shelf Aliquots with Sand Resources,"The Atlantic OCS Aliquots with Sand Resources layer is a planning layer to assist in the management of Outer Continental Shelf (OCS) sediment resources, reduce multiple use conflicts, minimize interference with existing leases (e.g., renewable energy) and rights-of-way (e.g., submerged infrastructure, shipping lanes, military operations, etc.), and help avoid sensitive areas (e.g., archaeological sites, protected habitat). The aliquots represent areas within the OCS protraction grid where sand resources have been identified through reconnaissance and/or design-level OCS studies. Additional OCS studies may be necessary to refine and quantify the extents of sand resources within these areas. The Marine Minerals Program (MMP) within the Bureau of Ocean Energy Management (BOEM) is responsible for managing non-energy minerals (primarily sand and gravel) on the OCS. Access to and identification of potential OCS sand resources is critical for the long-term success and cost-effectiveness of many shore protection, beach nourishment, and coastal habitat restoration projects along the Gulf of Mexico and Atlantic Ocean coasts.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://mmis.doi.gov/boemmmis/downloads/layers/ATLSandAliquots_shp.zip,1,https://mmis.doi.gov/boemmmis/metadata/PlanningAndAdministration/ATLSandAliquots.xml,1
Atlantic Seafloor Sediment (CONMAP),The continental margin sediment distribution data from the USGS Continental Margin Mapping Program (CONMAP) is derived sediment distribution for the East Coast. The purpose of the data layer is to show the sediment grain size distributions along the U.S. East Coast. This data layer is supplied primarily as a gross overview to show general textural trends. It does not accurately depict small-scale sediment distributions.,U.S. Geological Survey,http://www.usgs.gov/,http://woodshole.er.usgs.gov/openfile/of2005-1001/data/conmapsg/conmapsg.zip,1,http://woodshole.er.usgs.gov/openfile/of2005-1001/data/conmapsg/conmapsg.htm,1
Avian Higher Collision Sensitivity Abundance,"This layer provides access to an avian group relative abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer demonstrates relative vulnerability to collision with offshore wind energy projects (Robinson Willmott et al. 2013). For all avian species together, total relative abundance maps are calculated in a GIS by stacking each individual species’ predicted annual long-term average relative abundance layers and summing the values of the cells. The result is the total predicted long-term average relative abundance of all individuals (of the included species in the group) in that cell. It is important to note these products represent and reflect relative abundance, not predicted absolute abundance.

These species are included: Arctic tern; Atlantic puffin; Audubon's shearwater; Black guillemot; Black scoter; Black-legged kittiwake; Bridled tern; Common eider; Common loon; Common murre; Common tern; Cory's shearwater; Double-crested cormorant; Great black-backed gull; Great shearwater; Great skua; Herring gull; Horned grebe; Laughing gull; Leach's storm petrel; Long-tailed duck; Manx shearwater; Northern fulmar; Northern gannet; Parasitic jaeger; Pomarine jaeger; Razorbill; Red phalarope; Red-breasted merganser; Red-necked phalarope; Red-throated loon; Roseate tern; Sooty shearwater; Sooty tern; South polar skua; Surf scoter; Thick-billed murre; White-winged scoter; Wilson's storm petrel. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Avian Higher Collision Sensitivity Species Richness,"This layer provides access to an avian group species richness map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer demonstrates relative vulnerability to collision with offshore wind energy projects (Robinson Willmott et al. 2013). For all avian species together, total species richness maps are calculated in a GIS by stacking each individual species’ predicted presence and counting the total number of species present in each cell. A species is considered present in a cell if the model predicts density above a certain very low density threshold. That threshold is determined by defining the smallest area holding 95% of the total predicted abundance for the species.

These species are included: Arctic tern; Atlantic puffin; Audubon's shearwater; Black guillemot; Black scoter; Black-legged kittiwake; Bridled tern; Common eider; Common loon; Common murre; Common tern; Cory's shearwater; Double-crested cormorant; Great black-backed gull; Great shearwater; Great Skua; Herring gull; Horned grebe; Laughing gull; Leach's storm petrel; Long-tailed duck; Manx shearwater; Northern fulmar; Northern gannet; Parasitic jaeger; Pomarine jaeger; Razorbill; Red phalarope; Red-breasted merganser; Red-necked phalarope; Red-throated loon; Roseate tern; Sooty shearwater; Sooty tern; South polar skua; Surf scoter; Thick-billed murre; White-winged scoter; Wilson's storm petrel. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Avian Higher Displacement Sensitivity Abundance,"This layer provides access to an avian group abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer demonstrates relative vulnerability to displacement with offshore wind energy projects (Robinson Willmott et al. 2013). For all avian species together, total relative abundance maps are calculated in a GIS by stacking each individual species’ predicted annual long-term average relative abundance layers and summing the values of the cells. The result is the total predicted long-term average relative abundance of all individuals (of the included species in the group) in that cell. It is important to note these products represent and reflect relative abundance, not predicted absolute abundance.

These species are included: Arctic tern; Atlantic puffin; Black guillemot; Black scoter; Bridled tern; Common eider; Common loon; Common murre; Common tern; Great black-backed gull; Long-tailed duck; Manx shearwater; Northern gannet; Razorbill; Red-throated loon; Roseate tern; Sooty tern; Surf scoter; Thick-billed murre;White-winged scoter. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Avian Higher Displacement Sensitivity Species Richness,"This layer provides access to an avian group species richness map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer demonstrates relative vulnerability to displacement with offshore wind energy projects (Robinson Willmott et al. 2013). For all avian species together, total species richness maps are calculated in a GIS by stacking each individual species’ predicted presence and counting the total number of species present in each cell. A species is considered present in a cell if the model predicts density above a certain very low density threshold. That threshold is determined by defining the smallest area holding 95% of the total predicted abundance for the species.

These species are included: Arctic tern; Atlantic puffin; Black guillemot; Black scoter; Bridled tern; Common eider; Common loon; Common murre; Common tern; Great black-backed gull; Long-tailed duck; Manx shearwater; Northern gannet; Razorbill; Red-throated loon; Roseate tern; Sooty tern;Surf scoter; Thick-billed murre; White-winged scoter. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Avian Species Richness,"This layer provides access to an avian species richness map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. For all avian species together, total species richness maps are calculated in a GIS by stacking each individual species’ predicted presence and counting the total number of species present in each cell. A species is considered present in a cell if the model predicts relative abundance above a certain very low threshold. That threshold is determined by defining the smallest area holding 95% of the total predicted abundance for the species.

The summary map products provide a means to distill multiple layers and time periods into simplified maps and build a general understanding of the ecological richness or abundance in a particular area. Development of these maps required decisions and thresholds that are explained in the Metadata and Publication links. These decisions were made after conducting research, testing of several options, and incorporating feedback from expert work group members. Understanding these decisions and thresholds is crucial to proper interpretation of these map products. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Avian Total Relative Abundance,"This layer provides access to an avian total relative abundance data map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. For all avian species together, total relative abundance maps are calculated in a GIS by stacking each individual species’ predicted annual long-term average relative abundance layers and summing the values of the cells. The result is the total predicted long-term average relative abundance of all individuals (of the included species in the group) in that cell. It is important to note these products represent and reflect relative abundance, not predicted absolute abundance.

The summary map products provide a means to distill multiple layers and time periods into simplified maps and build a general understanding of the ecological richness or abundance in a particular area. Development of these maps required decisions and thresholds that are explained in the Metadata and Publication links. These decisions were made after conducting research, testing of several options, and incorporating feedback from expert work group members. Understanding these decisions and thresholds is crucial to proper interpretation of these map products. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_AvianModels_SummaryProducts.zip,1,http://seamap.env.duke.edu/models/mdat/Avian/MDAT_Avian_Summary_Products_Metadata.pdf,1
Bathymetric Contours,"This layer contains bathymetric contours which provide the size, shape and distribution of underwater features. The DEM utilized was the Global Multi-Resolution Topography (GMRT) Synthesis which is a multi-resolution gridded global Digital Elevation Model (DEM) that includes cleaned processed ship-based multibeam sonar data at their full spatial resolution (~100m in the deep sea). The contours are depicted from zero to -100 meters (m) with a contour every 10 meters, a -101m to -500m with contours every 25 meters, and -501m+ with contours every 100m.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ORT/bathymetryContours.zip,1,https://inport.nmfs.noaa.gov/inport/item/54364,1
Beach Nourishment Projects,"Beach nourishment projects occur throughout coastal states in the United States. These projects can be privately, federally or state funded. Material used in nourishment comes from a variety of sources (inland sources, dredged navigational channels or offshore sites). These data combine historical data compiled in the Western Carolina University Beach Nourishment Viewer database, as well as the National Beach Nourishment Database generated by the American Shore and Beach Preservation Association. The data contain attribute information on the general location of sand placement, primary funding source and funding type, volume of sediment emplacement (in cubic yards), length of beach nourished (in feet) and cost and inflated cost for over 2,000 beach nourishment episodes dating back to 1920.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ORT/BeachNourishmentProjects.zip|https://gim2.aptim.com/ASBPANationwideRenourishment/,2,https://inport.nmfs.noaa.gov/inport/item/59711,1
Benthic Cover,"Benthic cover (habitat) maps are derived from aerial imagery, underwater photos, acoustic surveys, and data gathered from sediment samples. Shallow to moderate-depth benthic habitat information assists ecosystem-based marine resource management. Many habitats, including hard and soft corals, are home to a diversity of marine organisms, which provide many important ecosystem services, including fishing, tourism, water quality enhancement, and shoreline protection. Coral reef ecosystems and associated bottom types are under increasing pressure from environmental and anthropogenic stressors. Mitigating these threats requires analyzing their spatial distribution, making benthic habitat mapping a key component to the conservation and management activities of state and federal agencies.

This data currently contains geographic coverage for the following locations: American Samoa, Florida Keys, Guam, Hawaii, Majuro, Northern Marianas Islands, North West Hawaiian Islands, Palmyra Atoll, Palua, Puerto Rico, Puerto Rico Northeast Ecological Reserve, and the US Virgin Islands.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/BenthicCover.zip,1,https://inport.nmfs.noaa.gov/inport/item/49593,1
Biologically Important Areas for Cetaceans - Feeding,"Feeding Biologically Important Areas (BIAs) for Cetaceans include areas and months within which a particular species or population selectively feeds. These may either be found consistently in space and time, or may be associated with ephemeral features that are less predictable but can be delineated and are generally located within a larger identifiable area. BIAs were defined by compiling the best available information from scientific literature (including books, peer-reviewed articles, and government or contract reports), unpublished data (sighting, acoustic, tagging, genetic, photo identification), and expert knowledge. This information was then used to create written summaries and maps highlighting areas shoreward of the U.S. Exclusive Economic Zone that are biologically important to cetacean species (or populations), either seasonally or year-round. Other BIA types include migratory corridor, reproduction, and small and resident population.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/Assets/cetsound/data/CetMap_BIA_WGS84.zip,1,https://inport.nmfs.noaa.gov/inport/item/23643|https://inport.nmfs.noaa.gov/inport/item/48853,2
Biologically Important Areas for Cetaceans - Migratory Corridor,"Migratory Corridor Biologically Important Areas (BIAs) for Cetaceans include areas and months within which a substantial portion of a species or population is known to migrate. BIAs were defined by compiling the best available information from scientific literature (including books, peer-reviewed articles, and government or contract reports), unpublished data (sighting, acoustic, tagging, genetic, photo identification), and expert knowledge. This information was then used to create written summaries and maps highlighting areas shoreward of the U.S. Exclusive Economic Zone that are biologically important to cetacean species (or populations), either seasonally or year-round. Other BIA types include feeding, reproduction, and small and resident population.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/Assets/cetsound/data/CetMap_BIA_WGS84.zip,1,https://inport.nmfs.noaa.gov/inport/item/23643|https://inport.nmfs.noaa.gov/inport/item/48853,2
Biologically Important Areas for Cetaceans - Reproduction,"Reproduction Biologically Important Areas (BIAs) for Cetaceans include areas and months within which a particular species or population selectively mates, gives birth, or is found with neonates or other sensitive age classes. BIAs were defined by compiling the best available information from scientific literature (including books, peer-reviewed articles, and government or contract reports), unpublished data (sighting, acoustic, tagging, genetic, photo identification), and expert knowledge. This information was then used to create written summaries and maps highlighting areas shoreward of the U.S. Exclusive Economic Zone that are biologically important to cetacean species (or populations), either seasonally or year-round. Other BIA types include feeding, migratory corridor, and small and resident population.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/Assets/cetsound/data/CetMap_BIA_WGS84.zip,1,https://inport.nmfs.noaa.gov/inport/item/23643|https://inport.nmfs.noaa.gov/inport/item/48853,2
Biologically Important Areas for Cetaceans - Small and Resident Population,"Small and Resident Population Biologically Important Areas (BIAs) for Cetaceans include areas and months within which small and resident populations occupying a limited geographic extent. BIAs were defined by compiling the best available information from scientific literature (including books, peer-reviewed articles, and government or contract reports), unpublished data (sighting, acoustic, tagging, genetic, photo identification), and expert knowledge. This information was then used to create written summaries and maps highlighting areas shoreward of the U.S. Exclusive Economic Zone that are biologically important to cetacean species (or populations), either seasonally or year-round. Other BIA types include migratory corridor, reproduction, and feeding.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/Assets/cetsound/data/CetMap_BIA_WGS84.zip,1,https://inport.nmfs.noaa.gov/inport/item/23643|https://inport.nmfs.noaa.gov/inport/item/48853,2
Block Island Transmission Cables,"This layer represents the location of the submarine cables for the Block Island Wind Farm (BIWF) and Block Island Transmission System (BITS). The cables that connect directly to the wind farm will consist of the Inter Array cable, which will interconnect each turbine, and the Export cable, which connects the northernmost turbine with Block Island. The BITS will be a submarine cable that connects Block Island with the Rhode Island mainland which will deliver power to and from the mainland.",Northeast Ocean Data Portal,http://www.northeastoceandata.org/,http://www.northeastoceandata.org/files/metadata/Themes/EnergyAndInfrastructure.zip,1,http://www.northeastoceandata.org/files/metadata/Themes/EnergyAndInfrastructure/BlockIslandTransmissionCables.pdf,1
Block Island Wind Turbine Locations,"The Block Island Wind Farm (BIWF) is a 30-megawatt offshore wind farm located approximately three miles southeast of Block Island. The BIWF will generate over 125,000 megawatt hours annually. Deepwater Wind began offshore construction in 2015. This dataset shows the locations of the BIWF wind turbine generators. For additional information, consult the project overview at: http://dwwind.com/project/block-island-wind-farm/.",Northeast Ocean Data Portal,http://www.northeastoceandata.org/,http://www.northeastoceandata.org/files/metadata/Themes/EnergyAndInfrastructure.zip,1,http://www.northeastoceandata.org/files/metadata/Themes/EnergyAndInfrastructure/BlockIslandWindFarmTurbineLocations.pdf,1
"Blue Whale, Pacific Summer Density","The Navy and other military users of the marine environment are required to assess the impact of their activities on marine mammals to comply with the Marine Mammal Protection Act, the Endangered Species Act, and the National Environmental Policy Act. The number of marine mammals that might be impacted by Navy activities must be estimated in an Environmental Assessment or Environmental Impact Statement.  A key element of this estimation is knowledge of cetacean densities in specific areas where those activities will occur.  Data collected by NOAA’s Southwest Fisheries Science Center (SWFSC) from 1986-2006 using accepted, peer-reviewed survey methods were used to develop models to forecast cetacean densities. This work represents an important step towards understanding marine mammal habitat use with respect to regions utilized by the U. S. Navy.  MarineCadastre.gov has included Blue, Fin, Humpback, and Sperm whale models for the summer months as examples of these models.  Please view the publication for specific details on the development and use of these models.  NOTE:  Updated Pacific models should be available in mid-2017.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/packages/swfsc_serdp_cce.zip,1,https://inport.nmfs.noaa.gov/inport/item/49594,1
BOEM Block Aliquots,"Aliquots are generated from full OCS blocks by sub-dividing each block into 16ths and allow for more detailed boundary delineation in offshore energy leasing. The aliquots use a letter designation in addition to their parent protraction number and OCS block number (i.e. NK-1802, 6822F). A full OCS block is 4800 x 4800 meters, while an aliquot measures 1200 x 1200 meters. Smaller, clipped aliquots are found along the Fed/State OCS boundary and along UTM zone borders. This dataset includes aliquots for 60 protractions out of the available 80 protractions in the Atlantic and 36 of 71 off the US West Coast . The remaining 56 protractions are located on the seaward edge of the OCS . Aliquots for these protractions will be produced at a later date as needed.
Not to be used for official BOEM lease documents.  Planning uses only.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/ATL_ALIQUOTS.aspx|http://www.boem.gov/uploadedFiles/BOEM/Oil_and_Gas_Energy_Program/Mapping_and_Data/Pacific_files/PC_ALIQUOTS.zip,2,http://metadata.boem.gov/geospatial/BOEM_Block_Aliquots_atl.xml,1
BOEM Marine Hydrokinetic Planning Areas,"This data set represents the most recent changes for the Marine Hydrokinetic (MHK) Development Planning Areas in the Outer Continental Shelf. MHK Planning Areas in this dataset represent up to six different types of announcements within the US Federal Register that can be used to show the current status of an area that is being considered for wave, current, or tidal power development.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.boem.gov/BOEM-Renewable-Energy-Geodatabase.zip|https://www.boem.gov/BOEM-Renewable-Energy-Shapefiles.zip,2,http://metadata.boem.gov/geospatial/BOEM_MHK_PlanningAreas.xml,1
BOEM Oil and Gas Planning Areas,"BOEM Planning areas are used to divide the Outer Continental Shelf into smaller more manageable regions for the purpose of planning and defining areas of potential lease sales within the Oil and Gas Leasing 5 year Program Plan.  There are currently 26 planning areas within the OCS.  Fifteen of these areas are in Alaska.  Lease sales will usually occur for only one planning area at a time.  The 5 year program identifies which planning areas may have sales within the next 5 years. If areas are not identified for potential lease sales in the 5 year program, new areas cannot be added for lease within that 5 year period.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/planarea.aspx|http://www.boem.gov/ATL-PLAN.zip|https://www.data.boem.gov/Mapping/Files/planarea.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/PC_PLANAREA.aspx,4,http://metadata.boem.gov/geospatial/ATL_PLAN.xml|http://metadata.boem.gov/geospatial/OCS_PlanningAreas_Alaska_NAD83.xml|http://metadata.boem.gov/geospatial/pc_plan.xml|http://www.data.boem.gov/homepg/pubinfo/repcat/arcinfo/zipped/gomr_planningareas.htm,4
BOEM Oil and Gas Resource Potential,"This data layer shows the extent of the probable oil or gas plays identified within the U.S. Outer Continental Shelf (OCS). Plays are groups of hydrocarbon pools that share a common history of generation, migration, reservoir development, and entrapment. Geologic classifications of each play and its potential are described in the associated reports for each region (see ""More Info""). The analysis was based on seismic surveys analyzed by BOEM geologists. Other plays may exist in OCS waters that could be identified in future seismic survey results. The listed values in the attribute table represent the mean expected resource within an entire play.  Bbo – billions of barrels of oil; Tcf – trillion cubic feet; BOE – barrel of oil equivalent – the amount of all potentially recoverable types of hydrocarbons in relation to the energy produced by a barrel of oil.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/GIS-Shapefiles/,1,http://metadata.boem.gov/geospatial/Oil%20and%20Gas%20Resource%20Plays.xml,1
BOEM Wind Planning Areas,"This data set represents the most recent changes for the Wind Development Planning Areas in federally managed offshore waters. Wind Planning Areas in this dataset represent up to seven different types of announcements within the US Federal Register that can be used to show the current status of an area that is being considered for Wind Power Development. For the areas represented here, once an area has changed from one type of area to another, it will be replaced entirely by the new area. In many cases the area may be more than one type of area at the same time.  The Category or Info attribute will show the reader which type of category the area is.  The types of areas and their descriptions can be found in the attributes section of the metadata record.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.boem.gov/BOEM-Renewable-Energy-Geodatabase.zip|https://www.boem.gov/BOEM-Renewable-Energy-Shapefiles.zip,2,http://metadata.boem.gov/geospatial/BOEM_Wind_Planning_Areas.xml,1
Bowers Ridge and Beringian Margin Bathymetry,"Multibeam bathymetry (in meters) collected to support a potential claim of an extended continental shelf by the United States, under the United Nations Convention on the Law of the Sea, Article 76. These data include full-coverage multibeam sonar measurements in water depths of approximately 1000 to 5000 m in order to precisely define the location of the 2500-m isobath and the ""foot of the slope"". The Center for Coastal and Ocean Mapping – Joint Hydrographic Center is  a cooperative partnership between the University of New Hampshire and the National Oceanic and Atmospheric Administration.",University of New Hampshire,http://www.unh.edu/,https://ccom.unh.edu/theme/law-sea/law-of-the-sea-data,1,https://ccom.unh.edu/sites/default/files/metadata/BeringSea_BowersRidge_ASCII_bathy_metadata.xml,1
California Seafloor Mapping Index,"The California Seafloor Mapping Program (CSMP) has divided coastal California into 110 map blocks, each to be published individually as USGS Open-File Reports or Scientific Investigations Maps at a scale of 1:24,000. For each map block, CSMP has created data layers for bathymetry, bathymetric contours, acoustic backscatter, seafloor character, potential benthic habitat, and offshore geology. In addition, CSMP has compiled regional-scale data layers for sediment thickness, depth to transition, transgressive contours, isopachs, and predicted distributions of benthic macro-invertebrates, as well as visual observations of benthic habitat from video cruises over the entire state. Note, however, that not all data layers are available for all map blocks, owing to insufficient data. Also, some map blocks may include additional data layers that record certain unique characteristics or features not present in other areas.  Please note: Only the index layer is available in MarineCadastre.gov, not the seafloor data.  This layer is currently only available to add to ArcGIS.com.",U.S. Geological Survey,http://www.usgs.gov/,http://pubs.usgs.gov/ds/781/,1,http://walrus.wr.usgs.gov/mapping/csmp/metadata.txt,1
Clean Water Act,"The Clean Water Act (CWA) establishes the basic structure for regulating discharges of pollutants into U.S. waters and regulating quality standards for surface waters. The basis of the CWA was enacted in 1948 and was called the Federal Water Pollution Control Act, but the Act was significantly reorganized and expanded in 1972. ""Clean Water Act"" became the Act's common name with amendments in 1977. The CWA’s goal is to restore and maintain the chemical, physical, and biological integrity of the Nation’s waters. The Act regulates both the direct and indirect discharge of pollutants into navigable waters and waters of the contiguous zone, as well as onto adjoining shorelines, that may be harmful to the public or to natural resources. The term ""navigable waters"" means the waters of the United States, including the territorial seas. The term ""territorial seas"" means the belt of the seas measured from the line of ordinary low water along that portion of the coast which is in direct contact with the open sea and the line marking the seaward limit of inland waters, and extending seaward a distance of three miles. The term ""contiguous zone"" means the entire zone established or to be established by the United States under article 24 of the Convention of the Territorial Sea and the Contiguous Zone. (Note: the article 24 boundaries differ from the contemporary extent of the territorial seas and contiguous zone.) Federal permits may be required by the EPA for routine discharges of wastes within the Outer Continental Shelf, out to the Exclusive Economic Zone (EEZ).",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/CleanWaterAct.zip,1,https://inport.nmfs.noaa.gov/inport/item/48856,1
